Data Download from NCSES Interactive Data Tool,,,,
,,,,
Filters,Selected values,,,
2015,University of Pennsylvania,Male,519,"1,826"
2015,Yale University,Total for selected values,"1,157","2,071"
2015,Yale University,Female,481,956
2015,Yale University,Male,676,"1,115"
2014,Total for selected values,Total for selected values,"15,093","39,391"
2014,Brown University,Total for selected values,244,"1,581"
2014,Brown University,Female,94,732
2014,Brown University,Male,150,849
2014,Columbia University in the City of New York,Total for selected values,"1,274","5,718"
2014,Columbia University in the City of New York,Female,588,"2,278"
2014,Columbia University in the City of New York,Male,686,"3,440"
2014,Cornell University,Total for selected values,788,"4,937"
2014,Cornell University,Female,329,"2,169"
2014,Cornell University,Male,459,"2,768"
2014,Dartmouth College,Total for selected values,222,905
2014,Dartmouth College,Female,99,373
2014,Dartmouth College,Male,123,532
2014,Duke University,Total for selected values,656,"2,654"
2014,Duke University,Female,244,"1,153"
2014,Duke University,Male,412,"1,501"
2014,Harvard University,Total for selected values,"5,761","4,918"
2014,Harvard University,Female,"2,378","2,245"
2014,Harvard University,Male,"3,383","2,673"
2014,Massachusetts Institute of Technology,Total for selected values,"1,516","4,744"
2014,Massachusetts Institute of Technology,Female,395,"1,401"
2014,Massachusetts Institute of Technology,Male,"1,121","3,343"
2014,Princeton University,Total for selected values,464,"2,008"
2014,Princeton University,Female,134,700
2014,Princeton University,Male,330,"1,308"
2014,Stanford University,Total for selected values,"2,048","6,458"
2014,Stanford University,Female,784,"2,145"
2014,Stanford University,Male,"1,264","4,313"
2014,University of Pennsylvania,Total for selected values,919,"3,407"
2014,University of Pennsylvania,Female,395,"1,490"
2014,University of Pennsylvania,Male,524,"1,917"
2014,Yale University,Total for selected values,"1,201","2,061"
2014,Yale University,Female,496,949
2014,Yale University,Male,705,"1,112"
2013,Total for selected values,Total for selected values,"15,101","38,478"
2013,Brown University,Total for selected values,259,"1,524"
2013,Brown University,Female,107,713
2013,Brown University,Male,152,811
2013,Columbia University in the City of New York,Total for selected values,"1,232","5,174"
2013,Columbia University in the City of New York,Female,555,"2,071"
2013,Columbia University in the City of New York,Male,677,"3,103"
2013,Cornell University,Total for selected values,771,"4,922"
2013,Cornell University,Female,310,"2,182"
2013,Cornell University,Male,461,"2,740"
2013,Dartmouth College,Total for selected values,228,931
2013,Dartmouth College,Female,107,397
2013,Dartmouth College,Male,121,534
2013,Duke University,Total for selected values,732,"2,516"
2013,Duke University,Female,282,"1,118"
2013,Duke University,Male,450,"1,398"
2013,Harvard University,Total for selected values,"5,809","5,181"
2013,Harvard University,Female,"2,390","2,390"
2013,Harvard University,Male,"3,419","2,791"
2013,Massachusetts Institute of Technology,Total for selected values,"1,406","4,695"
2013,Massachusetts Institute of Technology,Female,350,"1,378"
2013,Massachusetts Institute of Technology,Male,"1,056","3,317"
2013,Princeton University,Total for selected values,527,"2,013"
2013,Princeton University,Female,153,682
2013,Princeton University,Male,374,"1,331"
2013,Stanford University,Total for selected values,"1,976","6,186"
2013,Stanford University,Female,798,"2,050"
2013,Stanford University,Male,"1,178","4,136"
2013,University of Pennsylvania,Total for selected values,947,"3,148"
2013,University of Pennsylvania,Female,403,"1,396"
2013,University of Pennsylvania,Male,544,"1,752"
2013,Yale University,Total for selected values,"1,214","2,188"
2013,Yale University,Female,508,"1,021"
2013,Yale University,Male,706,"1,167"
2012,Total for selected values,Total for selected values,"15,218","36,953"
2012,Brown University,Total for selected values,274,"1,508"
2012,Brown University,Female,114,717
2012,Brown University,Male,160,791
2012,Columbia University in the City of New York,Total for selected values,"1,283","5,090"
2012,Columbia University in the City of New York,Female,577,"1,959"
2012,Columbia University in the City of New York,Male,706,"3,131"
2012,Cornell University,Total for selected values,733,"4,892"
2012,Cornell University,Female,308,"2,203"
2012,Cornell University,Male,425,"2,689"
2012,Dartmouth College,Total for selected values,208,921
2012,Dartmouth College,Female,92,407
2012,Dartmouth College,Male,116,514
2012,Duke University,Total for selected values,747,"2,387"
2012,Duke University,Female,301,"1,062"
2012,Duke University,Male,446,"1,325"
2012,Harvard University,Total for selected values,"6,019","4,862"
2012,Harvard University,Female,"2,444","2,263"
2012,Harvard University,Male,"3,575","2,599"
2012,Massachusetts Institute of Technology,Total for selected values,"1,398","4,650"
2012,Massachusetts Institute of Technology,Female,368,"1,367"
2012,Massachusetts Institute of Technology,Male,"1,030","3,283"
2012,Princeton University,Total for selected values,457,"1,989"
2012,Princeton University,Female,121,673
2012,Princeton University,Male,336,"1,316"
2012,Stanford University,Total for selected values,"1,887","5,977"
2012,Stanford University,Female,796,"1,953"
2012,Stanford University,Male,"1,091","4,024"
2012,University of Pennsylvania,Total for selected values,956,"2,560"
2012,University of Pennsylvania,Female,400,"1,031"
2012,University of Pennsylvania,Male,556,"1,529"
2012,Yale University,Total for selected values,"1,256","2,117"
2012,Yale University,Female,539,983
2012,Yale University,Male,717,"1,134"
2011,Total for selected values,Total for selected values,"15,443","36,013"
2011,Brown University,Total for selected values,279,"1,477"
2011,Brown University,Female,114,695
2011,Brown University,Male,165,782
2011,Columbia University in the City of New York,Total for selected values,"1,276","4,704"
2011,Columbia University in the City of New York,Female,563,"1,801"
2011,Columbia University in the City of New York,Male,713,"2,903"
2011,Cornell University,Total for selected values,831,"5,043"
2011,Cornell University,Female,330,"2,277"
2011,Cornell University,Male,501,"2,766"
2011,Dartmouth College,Total for selected values,199,781
2011,Dartmouth College,Female,89,348
2011,Dartmouth College,Male,110,433
2011,Duke University,Total for selected values,788,"2,143"
2011,Duke University,Female,341,928
2011,Duke University,Male,447,"1,215"
2011,Harvard University,Total for selected values,"6,185","4,726"
2011,Harvard University,Female,"2,501","2,193"
2011,Harvard University,Male,"3,684","2,533"
2011,Massachusetts Institute of Technology,Total for selected values,"1,345","4,807"
2011,Massachusetts Institute of Technology,Female,359,"1,468"
2011,Massachusetts Institute of Technology,Male,986,"3,339"
2011,Princeton University,Total for selected values,471,"1,879"
2011,Princeton University,Female,134,645
2011,Princeton University,Male,337,"1,234"
2011,Stanford University,Total for selected values,"1,796","5,953"
2011,Stanford University,Female,743,"1,880"
2011,Stanford University,Male,"1,053","4,073"
2011,University of Pennsylvania,Total for selected values,966,"2,378"
2011,University of Pennsylvania,Female,390,"1,000"
2011,University of Pennsylvania,Male,576,"1,378"
2011,Yale University,Total for selected values,"1,307","2,122"
2011,Yale University,Female,553,"1,006"
2011,Yale University,Male,754,"1,116"
2010,Total for selected values,Total for selected values,"15,547","35,742"
2010,Brown University,Total for selected values,271,"1,282"
2010,Brown University,Female,105,590
2010,Brown University,Male,166,692
2010,Columbia University in the City of New York,Total for selected values,"1,374","4,600"
2010,Columbia University in the City of New York,Female,593,"1,850"
2010,Columbia University in the City of New York,Male,781,"2,750"
2010,Cornell University,Total for selected values,765,"5,148"
2010,Cornell University,Female,311,"2,266"
2010,Cornell University,Male,454,"2,882"
2010,Dartmouth College,Total for selected values,191,790
2010,Dartmouth College,Female,89,326
2010,Dartmouth College,Male,102,464
2010,Duke University,Total for selected values,816,"2,087"
2010,Duke University,Female,345,921
2010,Duke University,Male,471,"1,166"
2010,Harvard University,Total for selected values,"6,256","4,716"
2010,Harvard University,Female,"2,488","2,182"
2010,Harvard University,Male,"3,768","2,534"
2010,Massachusetts Institute of Technology,Total for selected values,"1,286","4,799"
2010,Massachusetts Institute of Technology,Female,358,"1,458"
2010,Massachusetts Institute of Technology,Male,928,"3,341"
2010,Princeton University,Total for selected values,484,"1,904"
2010,Princeton University,Female,126,659
2010,Princeton University,Male,358,"1,245"
2010,Stanford University,Total for selected values,"1,797","5,950"
2010,Stanford University,Female,705,"1,859"
2010,Stanford University,Male,"1,092","4,091"
2010,University of Pennsylvania,Total for selected values,"1,024","2,434"
2010,University of Pennsylvania,Female,402,998
2010,University of Pennsylvania,Male,622,"1,436"
2010,Yale University,Total for selected values,"1,283","2,032"
2010,Yale University,Female,540,970
2010,Yale University,Male,743,"1,062"
2009,Total for selected values,Total for selected values,"13,507","35,360"
2009,Brown University,Total for selected values,226,"1,185"
2009,Brown University,Female,88,515
2009,Brown University,Male,138,670
2009,Columbia Univ in the City of New York,Total for selected values,757,"4,196"
2009,Columbia Univ in the City of New York,Female,283,"1,711"
2009,Columbia Univ in the City of New York,Male,474,"2,485"
2009,Cornell University,Total for selected values,581,"4,853"
2009,Cornell University,Female,244,"2,097"
2009,Cornell University,Male,337,"2,756"
2009,Dartmouth College,Total for selected values,188,768
2009,Dartmouth College,Female,77,328
2009,Dartmouth College,Male,111,440
2009,Duke University,Total for selected values,765,"1,986"
2009,Duke University,Female,313,882
2009,Duke University,Male,452,"1,104"
2009,Harvard University,Total for selected values,"5,594","4,722"
2009,Harvard University,Female,"2,205","2,197"
2009,Harvard University,Male,"3,389","2,525"
2009,Massachusetts Institute of Technology,Total for selected values,"1,193","5,813"
2009,Massachusetts Institute of Technology,Female,310,"1,810"
2009,Massachusetts Institute of Technology,Male,883,"4,003"
2009,Princeton University,Total for selected values,415,"1,806"
2009,Princeton University,Female,110,646
2009,Princeton University,Male,305,"1,160"
2009,Stanford University,Total for selected values,"1,590","5,603"
2009,Stanford University,Female,619,"1,778"
2009,Stanford University,Male,971,"3,825"
2009,University of Pennsylvania,Total for selected values,"1,003","2,404"
2009,University of Pennsylvania,Female,405,"1,003"
2009,University of Pennsylvania,Male,598,"1,401"
2009,Yale University,Total for selected values,"1,195","2,024"
2009,Yale University,Female,479,977
2009,Yale University,Male,716,"1,047"
2008,Total for selected values,Total for selected values,"13,159","35,374"
2008,Brown University,Total for selected values,206,"1,109"
2008,Brown University,Female,71,471
2008,Brown University,Male,135,638
2008,Columbia Univ in the City of New York,Total for selected values,789,"4,325"
2008,Columbia Univ in the City of New York,Female,318,"1,911"
2008,Columbia Univ in the City of New York,Male,471,"2,414"
2008,Cornell University,Total for selected values,662,"4,591"
2008,Cornell University,Female,276,"1,954"
2008,Cornell University,Male,386,"2,637"
2008,Dartmouth College,Total for selected values,196,708
2008,Dartmouth College,Female,80,302
2008,Dartmouth College,Male,116,406
2008,Duke University,Total for selected values,759,"1,723"
2008,Duke University,Female,270,775
2008,Duke University,Male,489,948
2008,Harvard University,Total for selected values,"5,556","4,927"
2008,Harvard University,Female,"2,211","2,331"
2008,Harvard University,Male,"3,345","2,596"
2008,Massachusetts Institute of Technology,Total for selected values,"1,159","5,787"
2008,Massachusetts Institute of Technology,Female,317,"1,801"
2008,Massachusetts Institute of Technology,Male,842,"3,986"
2008,Princeton University,Total for selected values,349,"1,807"
2008,Princeton University,Female,100,658
2008,Princeton University,Male,249,"1,149"
2008,Stanford University,Total for selected values,"1,474","5,948"
2008,Stanford University,Female,577,"1,808"
2008,Stanford University,Male,897,"4,140"
2008,University of Pennsylvania,Total for selected values,933,"2,347"
2008,University of Pennsylvania,Female,381,959
2008,University of Pennsylvania,Male,552,"1,388"
2008,Yale University,Total for selected values,"1,076","2,102"
2008,Yale University,Female,427,"1,010"
2008,Yale University,Male,649,"1,092"
2007,Total for selected values,Total for selected values,"12,097","34,340"
2007,Brown University,Total for selected values,197,"1,084"
2007,Brown University,Female,74,450
2007,Brown University,Male,123,634
2007,Columbia Univ in the City of New York,Total for selected values,808,"4,268"
2007,Columbia Univ in the City of New York,Female,317,"1,911"
2007,Columbia Univ in the City of New York,Male,491,"2,357"
2007,Cornell University,Total for selected values,697,"4,393"
2007,Cornell University,Female,306,"1,870"
2007,Cornell University,Male,391,"2,523"
2007,Dartmouth College,Total for selected values,193,720
2007,Dartmouth College,Female,75,300
2007,Dartmouth College,Male,118,420
2007,Duke University,Total for selected values,759,"1,829"
2007,Duke University,Female,244,841
2007,Duke University,Male,515,988
2007,Harvard University,Total for selected values,"4,760","4,744"
2007,Harvard University,Female,"1,802","2,219"
2007,Harvard University,Male,"2,958","2,525"
2007,Massachusetts Institute of Technology,Total for selected values,"1,037","5,722"
2007,Massachusetts Institute of Technology,Female,284,"1,716"
2007,Massachusetts Institute of Technology,Male,753,"4,006"
2007,Princeton University,Total for selected values,349,"1,703"
2007,Princeton University,Female,83,651
2007,Princeton University,Male,266,"1,052"
2007,Stanford University,Total for selected values,"1,394","5,590"
2007,Stanford University,Female,497,"1,679"
2007,Stanford University,Male,897,"3,911"
2007,University of Pennsylvania,Total for selected values,915,"2,248"
2007,University of Pennsylvania,Female,351,922
2007,University of Pennsylvania,Male,564,"1,326"
2007,Yale University,Total for selected values,988,"2,039"
2007,Yale University,Female,390,982
2007,Yale University,Male,598,"1,057"
2006,Total for selected values,Total for selected values,"11,459","34,128"
2006,Brown University,Total for selected values,200,"1,002"
2006,Brown University,Female,68,400
2006,Brown University,Male,132,602
2006,Columbia Univ in the City of New York,Total for selected values,807,"4,154"
2006,Columbia Univ in the City of New York,Female,296,"1,958"
2006,Columbia Univ in the City of New York,Male,511,"2,196"
2006,Cornell University,Total for selected values,681,"4,167"
2006,Cornell University,Female,202,"1,746"
2006,Cornell University,Male,479,"2,421"
2006,Dartmouth College,Total for selected values,203,672
2006,Dartmouth College,Female,92,277
2006,Dartmouth College,Male,111,395
2006,Duke University,Total for selected values,771,"1,786"
2006,Duke University,Female,282,816
2006,Duke University,Male,489,970
2006,Harvard University,Total for selected values,"4,286","4,905"
2006,Harvard University,Female,"1,582","2,213"
2006,Harvard University,Male,"2,704","2,692"
2006,Massachusetts Institute of Technology,Total for selected values,971,"5,933"
2006,Massachusetts Institute of Technology,Female,275,"1,756"
2006,Massachusetts Institute of Technology,Male,696,"4,177"
2006,Princeton University,Total for selected values,340,"1,678"
2006,Princeton University,Female,83,608
2006,Princeton University,Male,257,"1,070"
2006,Stanford University,Total for selected values,"1,405","5,615"
2006,Stanford University,Female,531,"1,680"
2006,Stanford University,Male,874,"3,935"
2006,University of Pennsylvania,Total for selected values,817,"2,255"
2006,University of Pennsylvania,Female,313,923
2006,University of Pennsylvania,Male,504,"1,332"
2006,Yale University,Total for selected values,978,"1,961"
2006,Yale University,Female,381,"1,016"
2006,Yale University,Male,597,945
2005,Total for selected values,Total for selected values,"11,267","33,432"
2005,Brown University,Total for selected values,207,"1,004"
2005,Brown University,Female,65,401
2005,Brown University,Male,142,603
2005,Columbia Univ in the City of New York,Total for selected values,793,"3,995"
2005,Columbia Univ in the City of New York,Female,305,"1,877"
2005,Columbia Univ in the City of New York,Male,488,"2,118"
2005,Cornell University,Total for selected values,718,"4,096"
2005,Cornell University,Female,267,"1,693"
2005,Cornell University,Male,451,"2,403"
2005,Dartmouth College,Total for selected values,224,702
2005,Dartmouth College,Female,83,293
2005,Dartmouth College,Male,141,409
2005,Duke University,Total for selected values,755,"1,820"
2005,Duke University,Female,284,833
2005,Duke University,Male,471,987
2005,Harvard University,Total for selected values,"4,169","4,738"
2005,Harvard University,Female,"1,579","2,151"
2005,Harvard University,Male,"2,590","2,587"
2005,Massachusetts Institute of Technology,Total for selected values,851,"5,918"
2005,Massachusetts Institute of Technology,Female,231,"1,722"
2005,Massachusetts Institute of Technology,Male,620,"4,196"
2005,Princeton University,Total for selected values,349,"1,538"
2005,Princeton University,Female,98,553
2005,Princeton University,Male,251,985
2005,Stanford University,Total for selected values,"1,259","5,392"
2005,Stanford University,Female,434,"1,597"
2005,Stanford University,Male,825,"3,795"
2005,University of Pennsylvania,Total for selected values,910,"2,310"
2005,University of Pennsylvania,Female,337,954
2005,University of Pennsylvania,Male,573,"1,356"
2005,Yale University,Total for selected values,"1,032","1,919"
2005,Yale University,Female,390,999
2005,Yale University,Male,642,920
2004,Total for selected values,Total for selected values,"10,585","32,848"
2004,Brown University,Total for selected values,89,"1,027"
2004,Brown University,Female,21,431
2004,Brown University,Male,68,596
2004,Columbia Univ in the City of New York,Total for selected values,627,"3,634"
2004,Columbia Univ in the City of New York,Female,237,"1,605"
2004,Columbia Univ in the City of New York,Male,390,"2,029"
2004,Cornell University,Total for selected values,651,"4,040"
2004,Cornell University,Female,233,"1,653"
2004,Cornell University,Male,418,"2,387"
2004,Dartmouth College,Total for selected values,235,671
2004,Dartmouth College,Female,76,280
2004,Dartmouth College,Male,159,391
2004,Duke University,Total for selected values,696,"1,792"
2004,Duke University,Female,243,783
2004,Duke University,Male,453,"1,009"
2004,Harvard University,Total for selected values,"3,862","4,570"
2004,Harvard University,Female,"1,330","2,072"
2004,Harvard University,Male,"2,532","2,498"
2004,Massachusetts Institute of Technology,Total for selected values,879,"5,988"
2004,Massachusetts Institute of Technology,Female,241,"1,766"
2004,Massachusetts Institute of Technology,Male,638,"4,222"
2004,Princeton University,Total for selected values,368,"1,594"
2004,Princeton University,Female,81,560
2004,Princeton University,Male,287,"1,034"
2004,Stanford University,Total for selected values,"1,283","5,356"
2004,Stanford University,Female,482,"1,532"
2004,Stanford University,Male,801,"3,824"
2004,University of Pennsylvania,Total for selected values,897,"2,238"
2004,University of Pennsylvania,Female,321,917
2004,University of Pennsylvania,Male,576,"1,321"
2004,Yale University,Total for selected values,998,"1,938"
2004,Yale University,Female,378,"1,006"
2004,Yale University,Male,620,932
2003,Total for selected values,Total for selected values,"10,203","30,642"
2003,Brown University,Total for selected values,95,894
2003,Brown University,Female,21,345
2003,Brown University,Male,74,549
2003,Columbia Univ in the City of New York,Total for selected values,353,"2,429"
2003,Columbia Univ in the City of New York,Female,128,853
2003,Columbia Univ in the City of New York,Male,225,"1,576"
2003,Cornell University,Total for selected values,635,"4,057"
2003,Cornell University,Female,218,"1,627"
2003,Cornell University,Male,417,"2,430"
2003,Dartmouth College,Total for selected values,159,649
2003,Dartmouth College,Female,50,279
2003,Dartmouth College,Male,109,370
2003,Duke University,Total for selected values,679,"1,693"
2003,Duke University,Female,248,735
2003,Duke University,Male,431,958
2003,Harvard University,Total for selected values,"3,852","4,343"
2003,Harvard University,Female,"1,321","1,954"
2003,Harvard University,Male,"2,531","2,389"
2003,Massachusetts Institute of Technology,Total for selected values,940,"5,963"
2003,Massachusetts Institute of Technology,Female,243,"1,735"
2003,Massachusetts Institute of Technology,Male,697,"4,228"
2003,Princeton University,Total for selected values,340,"1,559"
2003,Princeton University,Female,82,530
2003,Princeton University,Male,258,"1,029"
2003,Stanford University,Total for selected values,"1,236","4,898"
2003,Stanford University,Female,472,"1,371"
2003,Stanford University,Male,764,"3,527"
2003,University of Pennsylvania,Total for selected values,896,"2,227"
2003,University of Pennsylvania,Female,334,886
2003,University of Pennsylvania,Male,562,"1,341"
2003,Yale University,Total for selected values,"1,018","1,930"
2003,Yale University,Female,392,"1,024"
2003,Yale University,Male,626,906
2002,Total for selected values,Total for selected values,"10,202","29,483"
2002,Brown University,Total for selected values,94,834
2002,Brown University,Female,21,326
2002,Brown University,Male,73,508
2002,Columbia Univ in the City of New York,Total for selected values,302,"2,197"
2002,Columbia Univ in the City of New York,Female,115,803
2002,Columbia Univ in the City of New York,Male,187,"1,394"
2002,Cornell University,Total for selected values,735,"3,869"
2002,Cornell University,Female,232,"1,538"
2002,Cornell University,Male,503,"2,331"
2002,Dartmouth College,Total for selected values,138,620
2002,Dartmouth College,Female,53,251
2002,Dartmouth College,Male,85,369
2002,Duke University,Total for selected values,665,"1,644"
2002,Duke University,Female,199,685
2002,Duke University,Male,466,959
2002,Harvard University,Total for selected values,"3,698","4,157"
2002,Harvard University,Female,"1,321","1,888"
2002,Harvard University,Male,"2,377","2,269"
2002,Massachusetts Institute of Technology,Total for selected values,986,"5,901"
2002,Massachusetts Institute of Technology,Female,303,"1,690"
2002,Massachusetts Institute of Technology,Male,683,"4,211"
2002,Princeton University,Total for selected values,348,"1,514"
2002,Princeton University,Female,97,509
2002,Princeton University,Male,251,"1,005"
2002,Stanford University,Total for selected values,"1,214","4,856"
2002,Stanford University,Female,467,"1,349"
2002,Stanford University,Male,747,"3,507"
2002,University of Pennsylvania,Total for selected values,976,"2,163"
2002,University of Pennsylvania,Female,333,868
2002,University of Pennsylvania,Male,643,"1,295"
2002,Yale University,Total for selected values,"1,046","1,728"
2002,Yale University,Female,400,932
2002,Yale University,Male,646,796
2001,Total for selected values,Total for selected values,"9,318","27,986"
2001,Brown University,Total for selected values,106,795
2001,Brown University,Female,24,297
2001,Brown University,Male,82,498
2001,Columbia Univ in the City of New York,Total for selected values,315,"2,062"
2001,Columbia Univ in the City of New York,Female,108,751
2001,Columbia Univ in the City of New York,Male,207,"1,311"
2001,Cornell University,Total for selected values,689,"3,750"
2001,Cornell University,Female,205,"1,501"
2001,Cornell University,Male,484,"2,249"
2001,Dartmouth College,Total for selected values,98,530
2001,Dartmouth College,Female,43,216
2001,Dartmouth College,Male,55,314
2001,Duke University,Total for selected values,635,"1,503"
2001,Duke University,Female,204,613
2001,Duke University,Male,431,890
2001,Harvard University,Total for selected values,"3,597","4,301"
2001,Harvard University,Female,"1,287","1,971"
2001,Harvard University,Male,"2,310","2,330"
2001,Massachusetts Institute of Technology,Total for selected values,828,"4,791"
2001,Massachusetts Institute of Technology,Female,235,"1,389"
2001,Massachusetts Institute of Technology,Male,593,"3,402"
2001,Princeton University,Total for selected values,339,"1,485"
2001,Princeton University,Female,93,497
2001,Princeton University,Male,246,988
2001,Stanford University,Total for selected values,"1,210","4,928"
2001,Stanford University,Female,428,"1,386"
2001,Stanford University,Male,782,"3,542"
2001,University of Pennsylvania,Total for selected values,950,"2,093"
2001,University of Pennsylvania,Female,357,859
2001,University of Pennsylvania,Male,593,"1,234"
2001,Yale University,Total for selected values,551,"1,748"
2001,Yale University,Female,163,893
2001,Yale University,Male,388,855
2000,Total for selected values,Total for selected values,"9,069","26,952"
2000,Brown University,Total for selected values,81,772
2000,Brown University,Female,13,257
2000,Brown University,Male,68,515
2000,Columbia Univ in the City of New York,Total for selected values,352,"2,278"
2000,Columbia Univ in the City of New York,Female,122,871
2000,Columbia Univ in the City of New York,Male,230,"1,407"
2000,Cornell University,Total for selected values,610,"3,495"
2000,Cornell University,Female,177,"1,396"
2000,Cornell University,Male,433,"2,099"
2000,Dartmouth College,Total for selected values,107,525
2000,Dartmouth College,Female,42,215
2000,Dartmouth College,Male,65,310
2000,Duke University,Total for selected values,646,"1,508"
2000,Duke University,Female,198,623
2000,Duke University,Male,448,885
2000,Harvard University,Total for selected values,"3,491","3,856"
2000,Harvard University,Female,"1,177","1,739"
2000,Harvard University,Male,"2,314","2,117"
2000,Massachusetts Institute of Technology,Total for selected values,794,"4,679"
2000,Massachusetts Institute of Technology,Female,223,"1,271"
2000,Massachusetts Institute of Technology,Male,571,"3,408"
2000,Princeton University,Total for selected values,320,"1,427"
2000,Princeton University,Female,88,480
2000,Princeton University,Male,232,947
2000,Stanford University,Total for selected values,"1,196","4,735"
2000,Stanford University,Female,402,"1,329"
2000,Stanford University,Male,794,"3,406"
2000,University of Pennsylvania,Total for selected values,928,"1,999"
2000,University of Pennsylvania,Female,328,797
2000,University of Pennsylvania,Male,600,"1,202"
2000,Yale University,Total for selected values,544,"1,678"
2000,Yale University,Female,180,849
2000,Yale University,Male,364,829
1999,Total for selected values,Total for selected values,"8,791","26,744"
1999,Brown University,Total for selected values,187,739
1999,Brown University,Female,56,255
1999,Brown University,Male,131,484
1999,Columbia Univ in the City of New York,Total for selected values,352,"2,333"
1999,Columbia Univ in the City of New York,Female,137,890
1999,Columbia Univ in the City of New York,Male,215,"1,443"
1999,Cornell University,Total for selected values,607,"3,528"
1999,Cornell University,Female,190,"1,398"
1999,Cornell University,Male,417,"2,130"
1999,Dartmouth College,Total for selected values,115,492
1999,Dartmouth College,Female,44,200
1999,Dartmouth College,Male,71,292
1999,Duke University,Total for selected values,571,"1,498"
1999,Duke University,Female,161,610
1999,Duke University,Male,410,888
1999,Harvard University,Total for selected values,"3,291","3,691"
1999,Harvard University,Female,"1,069","1,446"
1999,Harvard University,Male,"2,222","2,245"
1999,Massachusetts Institute of Technology,Total for selected values,498,"4,595"
1999,Massachusetts Institute of Technology,Female,114,"1,241"
1999,Massachusetts Institute of Technology,Male,384,"3,354"
1999,Princeton University,Total for selected values,315,"1,323"
1999,Princeton University,Female,87,445
1999,Princeton University,Male,228,878
1999,Stanford University,Total for selected values,"1,242","4,842"
1999,Stanford University,Female,421,"1,317"
1999,Stanford University,Male,821,"3,525"
1999,University of Pennsylvania,Total for selected values,917,"2,095"
1999,University of Pennsylvania,Female,328,823
1999,University of Pennsylvania,Male,589,"1,272"
1999,Yale University,Total for selected values,696,"1,608"
1999,Yale University,Female,225,777
1999,Yale University,Male,471,831
1998,Total for selected values,Total for selected values,"8,697","25,922"
1998,Brown University,Total for selected values,155,722
1998,Brown University,Female,62,241
1998,Brown University,Male,93,481
1998,Columbia Univ in the City of New York,Total for selected values,379,"2,419"
1998,Columbia Univ in the City of New York,Female,137,923
1998,Columbia Univ in the City of New York,Male,242,"1,496"
